100 MILE HOUSE, BC = 51.643970 -121.295010
FINCH, ON = 45.143030 -75.085436
FINDLATER, SK = 50.786218 -105.401788
FINGAL, ON = 42.712527 -81.310902
FINNEGAN, AB = 51.128659 -112.087497
FIR MOUNTAIN, SK = 49.385273 -106.553558
FISHER BRANCH, MB = 51.082960 -97.615968
FISHERMANS HARBOUR, NS = 45.105893 -61.690949
FISHERVILLE, ON = 42.881550 -79.903815
FISKE, SK = 51.489234 -108.394565
FITZGERALD, AB = 59.859146 -111.602488
FITZROY HARBOUR, ON = 45.471850 -76.214238
FIVE ISLANDS, NS = 45.486335 -64.022332
FLATBUSH, AB = 54.689162 -114.155483
FLATLANDS, NB = 47.991338 -66.871598
FLATROCK, NL = 47.706771 -52.713070
FLAXCOMBE, SK = 51.476042 -109.603152
FLEMING, SK = 50.075635 -101.513011
FLEMINGTON, NB = 46.090209 -67.560269
FLESHERTON, ON = 44.261851 -80.550416
FLETCHERS LAKE, NS = 44.834089 -63.609913
FLEUR DE LYS, NL = 50.122232 -56.132195
FLIN FLON, MB = 54.765769 -101.876215
FLINTOFT, SK = 49.463741 -106.353124
FLINTON, ON = 44.688907 -77.212494
FLORADALE, ON = 43.635728 -80.579918
FLORENCE, NS = 46.259030 -60.264527
FLORENCE, ON = 42.652751 -82.005914
FLORENCEVILLE-BRISTOL, NB = 46.030731 -66.037483
FLOWERS COVE, NB = 46.030731 -66.037483
FLOWERS COVE, NL = 51.300041 -56.727810
FLUME RIDGE, NB = 45.485166 -67.065507
FOAM LAKE, SK = 51.641584 -103.531487
FOGO, NL = 49.713344 -54.275160
FOISY, AB = 53.889629 -111.589022
FOLEYET, ON = 48.243889 -82.439722
FOND DU LAC, SK = 59.328056 -107.182901
FONTHILL, ON = 43.045335 -79.285449
FORD BANK, NB = 46.497467 -64.997676
FORDS MILLS, NB = 46.487898 -65.090438
FORDWICH, ON = 43.869193 -81.030718
FOREMOST, AB = 49.479033 -111.440779
FOREST CITY, NB = 45.666514 -67.728857
FOREST GLEN, NB = 45.918595 -65.101678
FOREST GROVE, BC = 51.767115 -121.098162
FOREST, ON = 43.093452 -82.002563
FORESTBURG, AB = 52.582306 -112.065587
FORESTERS FALLS, ON = 45.677621 -76.782536
FORESTVILLE, QC = 48.739175 -69.087641
FORGET, SK = 49.650725 -102.870132
FORK RIVER, MB = 51.510220 -100.017603
FORMOSA, ON = 44.067479 -81.214140
FORREST STATION, MB = 49.966215 -99.935444
FORT ALBANY, ON = 52.207757 -81.684454
FORT ALEXANDER, MB = 50.610446 -96.298722
FORT ASSINIBOINE, AB = 54.333998 -114.769976
FORT CHIPEWYAN, AB = 58.719637 -111.140697
FORT ELLIS, NS = 45.159803 -63.352796
FORT ERIE, ON = 42.901776 -78.972174
FORT FRANCES, ON = 48.609949 -93.395528
FORT FRASER, BC = 54.061971 -124.552796
FORT GOOD HOPE, NT = 66.255676 -128.634021
FORT KENT, AB = 54.311612 -110.605221
FORT LIARD, NT = 60.239574 -123.473316
FORT MACKAY, AB = 57.186758 -111.636785
FORT MACLEOD, AB = 49.721679 -113.400041
FORT MCMURRAY, AB = 56.726380 -111.380341
FORT MCPHERSON, NT = 67.436445 -134.880755
FORT NELSON, BC = 58.805017 -122.697236
FORT PROVIDENCE, NT = 61.357624 -117.660654
FORT QU'APPELLE, SK = 50.768051 -103.782955
FORT RESOLUTION, NT = 61.172054 -113.673764
FORT SASKATCHEWAN, AB = 53.700716 -113.209466
FORT SEVERN, ON = 55.990670 -87.633003
FORT SIMPSON, NT = 61.862798 -121.353033
FORT SMITH, NT = 60.005520 -111.884938
FORT ST. JAMES, BC = 54.442572 -124.251047
FORT ST. JOHN, BC = 56.252423 -120.846409
FORT STEELE, BC = 49.615543 -115.630071
FORT VERMILION, AB = 58.387333 -116.019700
FORT-COULONGE, QC = 45.841537 -76.738355
FORTEAU, NL = 51.478460 -56.957563
FORTIERVILLE, QC = 46.488187 -72.026323
FORTRESS OF LOUISBOURG, NS = 45.892190 -59.985552
FORTUNE, NL = 47.071983 -55.827295
FOSSAMBAULT-SUR-LE-LAC, QC = 46.887908 -71.605350
FOSSTON, SK = 52.190699 -103.813144
FOSTER, QC = 45.286507 -72.491906
FOSTERVILLE, NB = 45.802347 -67.764841
FOUR CORNERS, NB = 45.200870 -67.298698
FOUR FALLS, NB = 46.833333 -67.733333
FOUR ROADS, NB = 47.610956 -64.837427
FOURCHU, NS = 45.715626 -60.259381
FOURNIER, ON = 46.052687 -71.367641
FOX CREEK, AB = 54.402170 -116.808907
FOX HARBOUR PB, NL = 47.320894 -53.908242
FOX LAKE, AB = 58.464935 -114.536086
FOX VALLEY, SK = 50.464907 -109.485699
FOXBORO, ON = 44.249509 -77.436169
FOXFORD, SK = 53.466667 -105.116667
FOXWARREN, MB = 50.520420 -101.154059
FOYMOUNT, ON = 45.437767 -77.306165
FRAMBOISE INTERVALE, NS = 45.683333 -60.433333
FRAMBOISE, NS = 45.718569 -60.363694
FRAMPTON, QC = 46.460032 -70.806367
FRANCIS, SK = 50.100414 -103.868712
FRANCOIS LAKE, BC = 54.029028 -125.712137
FRANCOIS, NL = 47.579915 -56.746361
FRANKFORD, ON = 44.201281 -77.595980
FRANKLIN, MB = 49.112553 -97.002382
FRANKLIN, QC = 45.044091 -73.899632
FRANKVILLE, NS = 45.650000 -61.516667
FRANKVILLE, ON = 44.721311 -75.961570
FRANQUELIN, QC = 49.292040 -67.898039
FRASER LAKE, BC = 54.056230 -124.849555
FRASERVILLE, ON = 44.204181 -78.385595
FRASERWOOD, MB = 50.640131 -97.214408
FREDERICKHOUSE, ON = 49.083333 -81.166667
FREDERICKSBURG, NB = 46.266104 -66.860082
FREDERICKTON, NL = 49.427084 -54.361028
FREDERICTON JUNCTION, NB = 45.662936 -66.613143
FREDERICTON, NB = 45.963589 -66.643115
FREE GRANT, NB = 47.735636 -65.848363
FREELTON, ON = 43.397796 -80.036428
FREEPORT, NS = 44.279618 -66.317718
FREETOWN, PE = 46.373867 -63.619784
FRELIGHSBURG, QC = 45.055473 -72.837506
FRENCH LAKE, NB = 45.767921 -66.543201
FRENCH ROAD, NS = 45.900054 -60.215875
FRENCH VILLAGE KINGS CO, NB = 45.429853 -65.890430
FRENCH VILLAGE, NS = 44.626762 -63.897270
FRENCH VILLAGE-YORK, NB = 45.947717 -66.853032
FRENCHMAN BUTTE, SK = 53.673644 -109.477172
FRENCHMANS COVE BOI, NL = 49.100965 -58.202134
FRENCHMANS COVE FB, NL = 47.208377 -55.404527
FRENCHVALE, NS = 44.681987 -63.744311
FRESHWATER PB, NL = 47.758549 -53.200451
FROBISHER, SK = 49.207476 -102.427820
FROG LAKE, AB = 53.832193 -110.402059
FRONTENAC, QC = 45.571489 -70.831334
FRONTIER, SK = 49.204894 -108.561809
FROSTY HOLLOW, NB = 45.878968 -64.399213
FRUITVALE, BC = 49.113702 -117.548783
FUGEREVILLE, QC = 47.397512 -79.199853
FULDA, SK = 52.347308 -105.219883
FULFORD, QC = 45.291486 -72.557975
FULLARTON, ON = 43.390000 -81.221962
FUNDY NATIONAL PARK, NB = 45.613777 -65.031631
FURDALE, SK = 52.081003 -106.688599
FURRY CREEK, BC = 49.583333 -123.211111
GABARUS LAKE, NS = 45.815283 -60.233128
GABARUS, NS = 45.835517 -60.141582
GABRIOLA, BC = 49.157775 -123.789335
GADS HILL STATION, ON = 43.444433 -80.922694
GADSBY, AB = 52.295428 -112.356447
GAGETOWN, NB = 45.781020 -66.152822
GAINFORD, AB = 53.586606 -114.785561
GAINSBOROUGH, SK = 49.177356 -101.449173
GALAHAD, AB = 52.514013 -111.927270
GALIANO, BC = 48.929996 -123.449451
GALLAGHER RIDGE, NB = 46.200709 -65.020176
GALLANTS, NL = 48.703329 -58.238426
GALLICHAN, QC = 48.614322 -79.302245
GALLIVAN, SK = 52.740079 -108.834255
GALLIX, QC = 50.134429 -66.618963
GALLOWAY, BC = 49.370836 -115.301937
GALLOWAY, NB = 46.608341 -64.813730
GAMBO SOUTH, NL = 48.765638 -54.227010
GAMBO, NL = 48.785080 -54.213302
GAMETI, NT = 64.112195 -117.353985
GANANOQUE, ON = 44.330618 -76.161864
GANDER BAY SOUTH, NL = 49.280986 -54.485863
GANDER BAY, NL = 49.375040 -54.461963
GANDER, NL = 48.954408 -54.610349
GANG RANCH, BC = 51.550000 -122.333333
GARDEN BAY, BC = 49.634060 -124.028113
GARDEN COVE PB, NL = 47.852572 -54.157347
GARDEN RIVER, AB = 58.713716 -113.892873
GARDEN RIVER, ON = 46.640112 -83.930581
GARDEN VILLAGE, ON = 46.323217 -79.879072
GARDENTON, MB = 49.087529 -96.694157
GARDINER MINES, NS = 46.208416 -60.047348
GARDINER POINT, NB = 47.070860 -65.099171
GARDNER CREEK, NB = 45.261069 -65.740608
GARIBALDI HIGHLANDS, BC = 49.735050 -123.134207
GARLAND, MB = 51.652903 -100.458632
GARNETT SETTLEMENT, NB = 45.307168 -65.849333
GARNISH, NL = 47.234769 -55.361512
GARRICK, SK = 53.489536 -104.339517
GARSON, MB = 50.076861 -96.704279
GARSON, ON = 46.554690 -80.861431
GASCONS, QC = 48.194876 -64.857664
GASPE, QC = 48.831635 -64.486902
GASPEREAU FORKS, NB = 46.238128 -65.856412
GATINEAU, ON = 45.476545 -75.701272
GATINEAU, QC = 45.476545 -75.701272
GAULTOIS, NL = 47.611677 -55.909699
GAUVREAU, NB = 47.534561 -64.991505
GAYS RIVER, NS = 45.051564 -63.341279
GEARY, NB = 45.752310 -66.478025
GEM, AB = 50.950329 -112.191029
GENELLE, BC = 49.216267 -117.690254
GEORGES RIVER, NS = 46.209198 -60.311846
GEORGETOWN, ON = 43.650205 -79.903624
GEORGETOWN, PE = 46.184372 -62.533553
GEORGEVILLE, QC = 45.139059 -72.252236
GERALD, SK = 50.666437 -101.793520
GERALDTON, ON = 49.725142 -86.949518
GERMANSEN LANDING, BC = 55.783333 -124.700000
GERMANTOWN, NB = 45.668186 -64.815490
GETHSEMANI, QC = 52.580315 -66.597891
GIANTS GLEN, NB = 46.299330 -66.783020
GIBBONS, AB = 53.825792 -113.326611
GIBSONS, BC = 49.397417 -123.515222
GIFT LAKE, AB = 55.882133 -115.824732
GILBERT PLAINS, MB = 51.148376 -100.489159
GILFORD, ON = 44.225316 -79.532308
GILLAM, MB = 56.348028 -94.709120
GILLIES BAY, BC = 49.681509 -124.484791
GILLIS LAKE, NS = 46.061272 -60.407117
GILLIS POINT, NS = 46.002250 -60.807449
GILMOUR, ON = 44.816667 -77.616667
GIMLI, MB = 50.632081 -96.988675
GINEW, MB = 49.138040 -97.242315
GIRARDVILLE, QC = 49.007459 -72.558141
GIROUX, MB = 49.574423 -96.567774
GIROUXVILLE, AB = 55.753998 -117.338664
GITWINKSIHLKW, BC = 55.191753 -129.221334
GJOA HAVEN, NU = 68.635556 -95.849722
GLACE BAY, NS = 46.196919 -59.957004
GLADESIDE, NB = 46.305187 -64.888822
GLADMAR, SK = 49.164563 -104.453914
GLADSTONE, MB = 50.224998 -98.950765
GLADWYN, NB = 46.766667 -67.533333
GLASLYN, SK = 53.360354 -108.355219
GLASNEVIN, SK = 49.550015 -105.054898
GLASSVILLE, NB = 46.480562 -67.422095
GLEICHEN, AB = 50.866153 -113.051568
GLEN EWEN, SK = 49.207719 -102.016763
GLEN HAVEN, NS = 44.641980 -63.910073
GLEN HURON, ON = 44.352143 -80.180912
GLEN MARGARET, NS = 44.578249 -63.921302
GLEN MORRIS, ON = 43.277138 -80.341073
GLEN ROBERTSON, ON = 45.359094 -74.504056
GLENAVON, SK = 50.196786 -103.138898
GLENBAIN, SK = 49.848800 -107.020487
GLENBORO, MB = 49.558002 -99.289103
GLENBURNIE, ON = 44.320713 -76.478758
GLENBUSH, SK = 53.257656 -108.003772
GLENCAIRN, ON = 45.287801 -75.868031
GLENCOE, NB = 47.953510 -66.803944
GLENCOE, ON = 42.747260 -81.709453
GLENDON, AB = 54.249908 -111.154069
GLENELLA, MB = 50.556275 -99.192880
GLENEVIS, AB = 53.797487 -114.519840
GLENLEA, MB = 49.635108 -97.136193
GLENLEVIT, NB = 46.565316 -66.461916
GLENORA, MB = 49.251730 -99.155291
GLENSIDE, SK = 51.452965 -106.806572
GLENTWORTH, SK = 49.423776 -106.680112
GLENVALE, NB = 45.932122 -65.173894
GLENWOOD KINGS CO, NB = 45.489524 -66.118709
GLENWOOD, AB = 49.365380 -113.516425
GLENWOOD, NB = 47.849521 -67.012998
GLENWOOD, NL = 48.996846 -54.868834
GLENWOOD, NS = 43.793021 -65.882923
GLENWOOD., NB = 47.849521 -67.012998
GLIDDEN, SK = 51.237057 -109.166751
GLOUCESTER JUNCTION, NB = 47.566239 -65.648646
GLOUCESTER, ON = 45.447342 -75.594287
GLOVERTOWN SOUTH, NL = 48.666667 -54.016667
GLOVERTOWN, NL = 48.674366 -54.035765
GODBOUT, QC = 49.324423 -67.599931
GODERICH, ON = 43.742835 -81.713894
GODFREY, ON = 44.542679 -76.679104
GODMANCHESTER, QC = 45.121171 -74.170727
GODS LAKE NARROWS, MB = 54.553608 -94.494085
GODS RIVER, MB = 54.838142 -94.056434
GOFFS, NS = 44.882412 -63.485614
GOGAMA, ON = 47.674490 -81.723429
GOLD BRIDGE, BC = 50.851194 -122.839148
GOLD RIVER, BC = 49.778164 -126.049615
GOLDBORO, NS = 45.182317 -61.652176
GOLDEN LAKE, ON = 45.573652 -77.359582
GOLDEN PRAIRIE, SK = 50.222131 -109.630249
GOLDEN VALLEY, ON = 45.926922 -79.796090
GOLDEN, BC = 51.296119 -116.963137
GOOD CORNER, NB = 46.383825 -67.739292
GOOD HOPE LAKE, BC = 59.281944 -129.302778
GOODERHAM, ON = 44.906384 -78.379801
GOODEVE, SK = 51.059435 -103.182622
GOODFARE, AB = 55.257874 -119.717898
GOODFISH LAKE, AB = 54.300000 -111.833333
GOODLANDS, MB = 49.095041 -100.603780
GOODLOW, BC = 56.333333 -120.133333
GOODRIDGE, AB = 54.383333 -111.366667
GOODSOIL, SK = 54.399251 -109.230136
GOODWATER, SK = 49.395752 -103.705153
GOODWIN MILL, NB = 47.502910 -65.636622
GOODWOOD, NS = 44.600598 -63.678961
GOODWOOD, ON = 44.036234 -79.197895
GOOSEBERRY COVE, NL = 48.034671 -53.640406
GORDONDALE, AB = 55.825245 -119.541530
GORDONSVILLE, NB = 46.483333 -67.516667
GORE BAY, ON = 45.911402 -82.459778
GORE, QC = 45.766667 -74.250000
GORES LANDING, ON = 44.119066 -78.233330
GORMLEY, ON = 43.941805 -79.379186
GORRIE, ON = 43.870091 -81.108924
GOSHEN, NS = 45.377973 -61.973030
GOULAIS RIVER, ON = 46.720829 -84.381479
GOULDS, NL = 47.446526 -52.771688
GOULDTOWN, SK = 50.611247 -107.216692
GOVAN, SK = 51.311189 -104.992678
GOWANSTOWN, ON = 43.773635 -80.919412
GOWGANDA, ON = 47.650000 -80.766667
GRACEFIELD, QC = 46.092720 -76.053301
GRAFTON, NB = 46.147661 -67.563342
GRAFTON, ON = 43.992634 -78.023383
GRAHAM, ON = 53.431759 -132.262174
GRAHAMDALE, MB = 51.336494 -98.451235
GRANBY, QC = 45.403229 -72.734066
GRAND BANK, NL = 47.100240 -55.752491
GRAND BAY EAST, NL = 47.586245 -59.170641
GRAND BAY-WESTFIELD, NB = 45.361492 -66.241698
GRAND BEACH, NL = 47.128084 -55.509356
GRAND BEND, ON = 43.313040 -81.756224
GRAND BRUIT, NL = 47.673301 -58.226595
GRAND ETANG, NS = 46.550000 -61.033333
GRAND FALLS, NB = 47.047993 -67.739901
GRAND FALLS-WINDSOR, NL = 48.927669 -55.657502
GRAND FORKS, BC = 49.030095 -118.445139
GRAND LAKE ROAD, NB = 46.533333 -66.100000
GRAND LAKE ROAD, NS = 46.147052 -60.144435
GRAND LAKE, NS = 44.880300 -63.576101
GRAND LE PIERRE, NL = 47.679593 -54.785995
GRAND MANAN, NB = 44.706392 -66.815771
GRAND MARAIS, MB = 50.549752 -96.628156
GRAND MIRA NORTH, NS = 45.867669 -60.311432
GRAND MIRA SOUTH, NS = 45.880092 -60.292044
GRAND NARROWS, NS = 45.955573 -60.790287
GRAND PRE, NS = 45.102319 -64.305423
GRAND RAPIDS, MB = 53.184153 -99.267851
GRAND RIVER, NS = 45.650000 -60.666667
GRAND VALLEY, ON = 43.937737 -80.388133
GRAND-BARACHOIS, NB = 46.224286 -64.422473
GRAND-MERE, QC = 46.616225 -72.687333
GRAND-REMOUS, QC = 46.691422 -75.888049
GRAND-SAINT-ESPRIT, QC = 46.182557 -72.498195
GRAND-SAULT/GRAND FALLS, NB = 47.047993 -67.739901
GRANDE CACHE, AB = 53.888685 -119.114022
GRANDE POINTE, MB = 49.759946 -97.032892
GRANDE POINTE, ON = 42.440936 -82.354211
GRANDE PRAIRIE, AB = 55.169940 -118.798615
GRANDE-ANSE, NB = 47.813271 -65.182068
GRANDE-DIGUE, NB = 46.299284 -64.562580
GRANDE-ENTREE, QC = 47.553866 -61.547364
GRANDE-RIVIERE, QC = 48.395868 -64.491264
GRANDE-RIVIERE-OUEST, QC = 48.394316 -64.512018
GRANDE-VALLEE, QC = 49.224592 -65.133466
GRANDES-BERGERONNES, QC = 48.243511 -69.545191
GRANDES-PILES, QC = 46.687345 -72.725537
GRANDORA, SK = 52.110795 -106.979611
GRANDVIEW, MB = 51.173681 -100.695652
GRANISLE, BC = 54.884565 -126.207158
GRANTON, ON = 43.217971 -81.301368
GRANUM, AB = 49.871742 -113.510098
GRANVILLE FERRY, NS = 44.757391 -65.512286
GRASMERE, BC = 49.099084 -115.083811
GRASS COVE, NS = 45.983333 -60.816667
GRASSIE, ON = 43.152953 -79.616343
GRASSLAND, AB = 54.820315 -112.684927
GRASSWOOD, SK = 52.048970 -106.646807
GRASSY LAKE, AB = 49.825707 -111.698000
GRASSY NARROWS, ON = 50.150557 -94.012915
GRATES COVE, NL = 48.167464 -52.939350
GRAVEL HILL, NB = 47.910864 -66.121683
GRAVELBOURG, SK = 49.875676 -106.557317
GRAVENHURST, ON = 44.919643 -79.374183
GRAY CREEK, BC = 49.630122 -116.784215
GRAY RAPIDS, NB = 46.770896 -65.760188
GRAY, SK = 50.172002 -104.448277
GRAYSON, SK = 50.719712 -102.640310
GRAYSVILLE, MB = 49.509424 -98.157339
GREAT FALLS, MB = 50.459453 -96.012385
GREAT VILLAGE, NS = 45.423647 -63.603294
GREATER LAKEBURN, NB = 46.078242 -64.668216
GREELY, ON = 45.259287 -75.568644
GREEN BAY, NS = 44.214425 -64.436777
GREEN CREEK, NS = 45.249807 -63.390984
GREEN GABLES, PE = 46.488423 -63.382340
GREEN HILL, NB = 46.350458 -66.687411
GREEN ISLAND BROOK, NL = 51.400000 -56.533333
GREEN ISLAND COVE, NL = 51.383333 -56.583333
GREEN LAKE, SK = 54.291225 -107.791245
GREEN MOUNTAIN, NB = 45.774460 -67.764029
GREEN OAKS, NS = 45.273133 -63.423865
GREEN RIDGE, MB = 49.163138 -96.988208
GREEN ROAD, NB = 46.083333 -67.750000
GREEN VALLEY, ON = 45.256161 -74.595385
GREENBANK, ON = 44.152155 -79.015178
GREENFIELD PARK, QC = 45.485358 -73.478654
GREENFIELD, NB = 46.466667 -67.683333
GREENFIELD, NS = 44.270543 -64.841979
GREENFIELD., NS = 46.066667 -67.033333
GREENHILL LAKE, NB = 46.066667 -67.033333
GREENS HARBOUR, NL = 49.074719 -53.577040
GREENSPOND, NL = 49.074719 -53.577040
GREENVILLE, BC = 55.032217 -129.581210
GREENWOOD, BC = 49.087895 -118.678100
GREENWOOD, NS = 44.971725 -64.934129
GREENWOOD, ON = 49.087895 -118.678100
GREGG SETTLEMENT, NB = 46.450000 -67.700000
GRENFELL, SK = 50.411398 -102.930090
GRENVILLE, QC = 45.626441 -74.591066
GRENVILLE-SUR-LA-ROUGE, QC = 45.680056 -74.727175
GRETNA, MB = 49.007931 -97.561051
GREY RIVER, NL = 47.585206 -57.110428
GRIFFIN, SK = 49.668145 -103.429267
GRIFFITH, ON = 45.244097 -77.166188
GRIMMS SETTLEMENT, NS = 44.343367 -64.382767
GRIMSBY, ON = 43.194213 -79.562419
GRIMSHAW, AB = 56.189377 -117.610489
GRINDROD, BC = 50.628095 -119.123451
GRISE FIORD, NU = 76.418986 -82.901608
GRISWOLD, MB = 49.776024 -100.471718
GRONDINES, QC = 46.593550 -72.031462
GRONLID, SK = 53.100928 -104.465241
GROS-MORNE, QC = 49.252689 -65.547511
GROSSE ISLE, MB = 50.062188 -97.439390
GROSSE-ILE, QC = 47.028460 -70.671372
GROSSES-ROCHES, QC = 48.938773 -67.167005
GROUARD, AB = 55.523223 -116.159278
GROUNDBIRCH, BC = 55.781294 -120.923192
GROVE HILL, NB = 45.405207 -65.733211
GROVEDALE, AB = 55.025143 -118.864914
GROVES POINT, NS = 46.234578 -60.333669
GRUNTHAL, MB = 49.408795 -96.859727
GUELPH, ON = 43.544805 -80.248167
GUERIN, QC = 47.662738 -79.314171
GUERNSEY, SK = 51.871451 -105.187678
GULL BAY, ON = 49.800908 -89.105937
GULL LAKE, SK = 50.094077 -108.484611
GUNDY, AB = 51.045744 -114.074145
GUNN, AB = 53.731147 -114.348581
GUNTON, MB = 50.317780 -97.266579
GUY, AB = 55.548404 -117.129951
GUYENNE, QC = 48.778158 -78.469934
GUYSBOROUGH, NS = 45.390607 -61.498963
GWYNNE, AB = 52.987076 -113.197554
GYPSUMVILLE, MB = 51.769320 -98.639393
HACHEYVILLE, NB = 47.578054 -65.058529
HACKETTS COVE, NS = 44.561980 -63.925496
HADASHVILLE, MB = 49.676667 -95.907500
HAFFORD, SK = 52.726502 -107.353148
HAGAR, ON = 46.447829 -80.408140
HAGEN, SK = 52.938401 -105.559492
HAGENSBORG, BC = 52.390883 -126.542254
HAGERSVILLE, ON = 42.959890 -80.052286
HAGUE, SK = 52.510945 -106.416309
HAILEYBURY, ON = 47.503664 -79.697881
HAINES JUNCTION, YT = 60.754454 -137.511782
HAIRY HILL, AB = 53.761874 -111.976501
HAISLA, BC = 53.980374 -128.648857
HALBRITE, SK = 49.489509 -103.555853
HALBSTADT, MB = 49.044957 -97.369723
HALCOMB, NB = 45.566329 -76.783066
HALEY STATION, ON = 45.566329 -76.783066
HALFMOON BAY, AB = 52.347807 -114.177896
HALFMOON BAY, BC = 49.513965 -123.905929
HALIBURTON, ON = 45.046713 -78.508494
HALIBUT BAY, NS = 44.543356 -63.579206
HALIFAX, NS = 44.648764 -63.575239
HALKIRK, AB = 52.283105 -112.153954
HALL BEACH, NU = 68.772735 -81.235208
HALLEBOURG, ON = 49.667370 -83.509583
HAM-NORD, QC = 45.901008 -71.647989
HAMILTON, ON = 43.255721 -79.871102
HAMIOTA, MB = 50.179871 -100.599835
HAMMOND, ON = 45.442157 -75.237164
HAMMONDS PLAINS, NS = 44.733671 -63.785013
HAMMONDVALE, NB = 45.570388 -65.502251
HAMPDEN, NL = 49.542770 -56.856644
HAMPSTEAD, NB = 45.626007 -66.136271
HAMPSTEAD, QC = 45.481376 -73.648424
HAMPTON, NB = 45.532951 -65.832168
HAMPTON, NS = 44.901503 -65.352783
HAMPTON, ON = 43.970412 -78.744703
HAMTOWN CORNER, NB = 46.120286 -66.774904
HANCEVILLE, BC = 51.919444 -123.041667
HANDEL, SK = 52.059814 -108.693081
HANEYTOWN, NB = 45.795955 -66.475548
HANFORD BROOK, NB = 45.465880 -65.632872
HANLEY, SK = 51.627971 -106.439486
HANMER, ON = 46.652064 -80.946308
HANNA, AB = 51.644058 -111.928720
HANNON, ON = 43.149765 -79.754055
HANOVER, ON = 44.152600 -81.025415
HANTS HARBOUR, NL = 48.015794 -53.267191
HANTSPORT, NS = 45.064094 -64.180935
HANWELL, NB = 45.890281 -66.751636
HAPPY VALLEY-GOOSE BAY, NL = 53.301683 -60.326084
HARBOUR BRETON, NL = 47.477499 -55.825875
HARBOUR GRACE SOUTH, NL = 47.678925 -53.222024
HARBOUR GRACE, NL = 47.695114 -53.211639
HARBOUR MAIN, NL = 47.434522 -53.160120
HARBOUR MILLE, NL = 47.580122 -54.884351
HARBOUR ROUND, NL = 49.916667 -55.733333
HARCOURT, NB = 46.376037 -65.429875
HARCOURT, ON = 45.085751 -78.151221
HARDING, MB = 49.990278 -100.532500
HARDISTY, AB = 52.675005 -111.303656
HARDWICKE, NB = 47.078120 -64.908063
HARDWOOD LANDS, NS = 45.034983 -63.519175
HARDWOOD RIDGE, NB = 46.154541 -66.038377
HARE BAY BB, NL = 48.856983 -54.008978
HAREWOOD, NB = 46.067305 -65.259559
HARGRAVE, MB = 49.917488 -101.078929
HARLEY, ON = 47.637577 -79.705057
HARMONY, NS = 45.336495 -63.174777
HARRIETSFIELD, NS = 44.569681 -63.634548
HARRIETSVILLE, ON = 42.908852 -81.002290
HARRINGTON HARBOUR, QC = 50.500000 -59.483333
HARRINGTON, QC = 45.839031 -74.613549
HARRIS, SK = 51.733751 -107.580663
HARRISON HOT SPRINGS, BC = 49.300141 -121.785316
HARRISON MILLS, BC = 49.241664 -121.945875
HARRISTON, ON = 43.913458 -80.871515
HARROGATE, BC = 50.980883 -116.448761
HARROW, ON = 42.035559 -82.918148
HARROWSMITH, ON = 44.404083 -76.665527
HARRYS HARBOUR, NL = 49.701418 -55.923883
HARTFIELD, NB = 46.024070 -67.320158
HARTFORD, NB = 46.183333 -67.650000
HARTIN SETTLEMENT, NB = 45.895976 -67.541050
HARTINGTON, ON = 44.441352 -76.668797
HARTLAND, NB = 46.301266 -67.521846
HARTLEY BAY, BC = 53.423919 -129.253510
HARTLEY SETTLEMENT, NB = 46.453222 -67.740152
HARTNEY, MB = 49.480947 -100.521532
HARTY, ON = 49.483333 -82.683333
HARVEY ALBERT CO, NB = 45.677274 -64.777434
HARVEY STATION, NB = 45.729782 -67.006572
HARVEY YORK CO, NB = 45.729782 -67.006572
HARVIE HEIGHTS, AB = 51.124103 -115.387074
HARWOOD, ON = 44.137852 -78.184446
HASTINGS, ON = 44.309585 -77.956760
HATCHET LAKE, NS = 44.569952 -63.714254
HATFIELD POINT, NB = 45.650734 -65.860030
HATLEY, QC = 45.185861 -71.936715
HAUT-LAMEQUE, NB = 47.791425 -64.616602
HAUT-PAQUETVILLE, NB = 47.661909 -65.135842
HAUT-RIVIERE-DU-PORTAGE, NB = 47.420699 -64.935590
HAUT-SAINT-ANTOINE, NB = 46.367155 -64.789153
HAUT-SHEILA, NB = 47.747610 -64.758196
HAUT-SHIPPAGAN, NB = 47.747610 -64.758196
HAUTE-ABOUJAGANE, NB = 46.148055 -64.399594
HAVELOCK, NB = 45.995992 -65.314165
HAVELOCK, ON = 44.434400 -77.885246
HAVELOCK, QC = 45.033550 -73.760895
HAVRE BOUCHER, NS = 45.680913 -61.539024
HAVRE-AUBERT, QC = 47.233333 -61.966667
HAVRE-AUX-MAISONS, QC = 47.460025 -61.757172
HAVRE-SAINT-PIERRE, QC = 50.241814 -63.598569
HAWARDEN, SK = 51.413566 -106.602099
HAWK JUNCTION, ON = 48.079607 -84.549258
HAWKES BAY, NL = 50.616026 -57.151071
HAWKESBURY, ON = 45.607126 -74.604189
HAWKESTONE, ON = 44.497112 -79.467518
HAWKESVILLE, ON = 43.563850 -80.638343
HAWKINS CORNER, NB = 46.149137 -67.217072
HAWKSHAW, NB = 45.973712 -67.232974
HAY LAKES, AB = 53.196431 -113.054772
HAY RIVER, NT = 60.816218 -115.785365
HAY SETTLEMENT, NB = 46.038913 -67.554524
HAY, ON = 60.690934 -115.946383
HAYDON, ON = 44.020486 -78.747898
HAYESVILLE, NB = 46.523119 -66.522809
HAYMAN HILL, NB = 45.253181 -67.325150
HAYS, AB = 50.094406 -111.800078
HAYTER, AB = 52.361268 -110.112949
